MAE,R2,r,BAG_mean,BAG_std,Best_Params
4.457036482980084,0.8977900149175421,0.9602035207330842,-0.6138715909676352,6.725968005384449,"{'n_estimators': 1036, 'max_depth': 18, 'max_features': 'log2', 'min_samples_split': 2, 'min_samples_leaf': 1}"
