MAE,R2,r,BAG_mean,BAG_std,Best_Params,PCA_Components
1.0609947443008423,0.9887175559997559,0.9946540379437965,0.010745556826518878,2.0374998715638886,"{'n_layers': 4, 'learning_rate': 0.004201069633696891, 'units_0': 150, 'drop_0': 0.20031874698696867, 'units_1': 211, 'drop_1': 0.10774728318024826, 'units_2': 155, 'drop_2': 0.17201587183824274, 'units_3': 246, 'drop_3': 0.17491593224052102, 'batch_size': 16}",4
