MAE,R2,r,BAG_mean,BAG_std,Best_Params,PCA_Components
1.5139727592468262,0.9876943230628967,0.9938739034510523,-0.16496355763546705,2.1215133507745723,"{'n_layers': 4, 'learning_rate': 0.004992982180425417, 'batch_size': 16, 'units': [231, 253, 72, 123], 'dropouts': [0.13202714224307185, 0.1758528044479632, 0.21054028790593904, 0.259551157660853]}",4
